Numéro du support;Longitude;Latitude;Position;Insee;Lieu dit;Adresse;Code postal;Commune;Nature du support;Hauteur en m;Propriétaire
30517;-1.4077777777777778;48.26166666666666;"48°15'42.000""N 1°24'28.000""W";35253;"";"R DES MONTS D'ARRÉES ZI DE CHEDEVILLE";35140;SAINT AUBIN DU CORMIER;Pylône autostable;30.0;HIVORY
53744;-0.9322222222222222;48.08444444444444;"48°5'4.000""N 0°55'56.000""W";53137;LA BOUFFELIÈRE;"";53320;LOIRON RUILLE;Pylône autostable;35.0;TOTEM
53750;-0.6683333333333333;48.11666666666667;"48°7'0.000""N 0°40'6.000""W";53056;LA BROCHARDIÈRE;R DES ACACIAS;53950;CHAPELLE ANTHENAISE;Pylône autostable;30.0;TOTEM
53786;-3.3430555555555554;47.75972222222222;"47°45'35.000""N 3°20'35.000""W";56098;"";RUE ROSA PARKS ALL MARIE LOUISE CHEVREL HLM PASTEUR;56600;LANESTER;Immeuble;21.0;Société HLM
58066;-0.020555555555555556;47.87361111111111;"47°52'25.000""N 0°1'14.000""W";72293;"";LE CHAMP DES LANDES;72430;SAINT JEAN DU BOIS;Pylône autostable;39.0;TOTEM
89718;-2.231388888888889;48.42166666666667;"48°25'18.000""N 2°13'53.000""W";22180;LA VILLE-ES-AINS;PRÈS N.176;22980;PLELAN LE PETIT;Pylône autostable;42.0;TOTEM
89742;-2.1844444444444444;48.28138888888889;"48°16'53.000""N 2°11'4.000""W";22032;LA VILLE ES CHEVET;"";22350;CAULNES;Pylône autostable;36.0;TOTEM
89768;-2.786388888888889;48.26222222222222;"48°15'44.000""N 2°47'11.000""W";22068;LE TOURLANQUIN;"CHÂTEAU D'EAU DE GRACE - UZEL";22460;GRACE UZEL;"Château d'eau - réservoir";30.0;"Commune, communauté de commune"
89778;-3.4125;48.25361111111111;"48°15'13.000""N 3°24'45.000""W";22061;KERMARQUER;VOIE COMMUNALE PRÈS N.164;22110;GLOMEL;Pylône autostable;31.0;TOTEM
89814;-2.283888888888889;48.19555555555556;"48°11'44.000""N 2°17'2.000""W";22371;LA VILLE COLLIAUX;"";22230;TREMOREL;Pylône autostable;36.0;TOTEM
93412;-1.0955555555555556;48.09111111111111;"48°5'28.000""N 1°5'44.000""W";35105;LA HUPERIE;"N.157 - AIRE D'ERBRÉE";35500;ERBREE;Pylône autostable;35.0;TOTEM
93496;-1.1475;48.42333333333333;"48°25'24.000""N 1°8'51.000""W";35142;BEAULIEU;D.177;35133;LANDEAN;Pylône autostable;36.0;TOTEM
93538;-1.6011111111111112;48.121944444444445;"48°7'19.000""N 1°36'4.000""W";35051;"";52 R DE BELLE EPINE;35510;CESSON SEVIGNE;Immeuble;24.0;Société HLM
98460;-0.9080555555555556;47.94305555555555;"47°56'35.000""N 0°54'29.000""W";53077;"";R DE LA FRÉNOUSE;53230;COSSE LE VIVIEN;"Château d'eau - réservoir";31.0;"Commune, communauté de commune"
98492;-0.48166666666666663;48.35611111111111;"48°21'22.000""N 0°28'54.000""W";53144;CHATTÉ;PRÈS D.527;53440;MARCILLE LA VILLE;Pylône autostable;32.0;TOTEM
99008;-3.2066666666666666;48.07083333333333;"48°4'15.000""N 3°12'24.000""W";56113;LE HAUT DE KERIZAC;"CHÂTEAU D'EAU";56160;LOCMALO;"Château d'eau - réservoir";28.0;"Syndicat des eaux, Adduction"
99020;-2.1691666666666665;47.97;"47°58'12.000""N 2°10'9.000""W";56012;"";R GABRIEL DESHAYES;56380;BEIGNON;"Château d'eau - réservoir";32.0;"Syndicat des eaux, Adduction"
99022;-2.62;48.0;"48°0'0.000""N 2°37'12.000""W";56102;LES FORGES;LA CROIX ROUGE;56120;FORGES DE LANOUEE;Pylône autostable;37.0;TOTEM
99028;-3.039722222222222;48.02361111111111;"48°1'25.000""N 3°2'23.000""W";56076;BODEREL;"";56310;GUERN;Pylône autostable;36.0;TOTEM
99080;-3.421666666666667;47.977222222222224;"47°58'38.000""N 3°25'18.000""W";56131;ST-YZAOUEN;D.769 - PARC LANN GRESSE Z.A. DU CLANDY;56320;MESLAN;Pylône autostable;30.0;TOTEM
132154;-0.10777777777777778;48.16833333333334;"48°10'6.000""N 0°6'28.000""W";72315;"";LES ESSARTS;72140;SAINT REMY DE SILLE;Pylône autostable;33.0;TOTEM
132400;-1.6658333333333335;48.09972222222222;"48°5'59.000""N 1°39'57.000""W";35238;"";"45, R DE RIAVAL";35700;RENNES;Immeuble;17.0;"Copropriété, Syndic, SCI"
136181;-0.37277777777777776;47.799166666666665;"47°47'57.000""N 0°22'22.000""W";72236;LA PIECE DU DEVANT;"";72300;PINCE;Pylône autostable;33.0;TOTEM
223039;-1.673888888888889;48.089444444444446;"48°5'22.000""N 1°40'26.000""W";35238;"";121 BD  ALBERT 1ER;35700;RENNES;Immeuble;21.0;ORANGE Services Fixes
287988;0.07777777777777778;48.44694444444445;"48°26'49.000""N 0°4'40.000""E";61143;"";R DU CHEM DU MAURE ADM. : ALLÉE DU STADE STADE DE DAMIGNY;61250;DAMIGNY;Pylône tubulaire;30.0;TOTEM
335658;-3.109722222222222;48.005;"48°0'18.000""N 3°6'35.000""W";56128;KERCLOAREC;"CHEM D'EXPLOITATION N°108";56310;MELRAND;Pylône autostable;30.0;TOTEM
345841;-0.9022222222222223;48.20722222222222;"48°12'26.000""N 0°54'8.000""W";53226;LA ROCHE;"";53380;SAINT HILAIRE DU MAINE;Pylône autostable;31.0;TOTEM
347629;-1.680277777777778;48.109722222222224;"48°6'35.000""N 1°40'49.000""W";35238;"";1 QUAI LAMENNAIS RESTAURANT QUICK;35700;RENNES;Immeuble;24.0;Société Privée
391799;-0.6411111111111112;48.083888888888886;"48°5'2.000""N 0°38'28.000""W";53007;"";"PL DE L' EGLISE";53210;ARGENTRE;Monument religieux;34.0;"Commune, communauté de commune"
395975;-0.5577777777777778;47.84583333333333;"47°50'45.000""N 0°33'28.000""W";53104;LA FUYE;D.606 - CHEM RURAL;53200;GENNES LONGUEFUYE;Pylône autostable;40.0;TOTEM
418263;-2.064722222222222;48.45805555555555;"48°27'29.000""N 2°3'53.000""W";22259;"";"14 BD DE PREVAL DÉPOT VENTE GALERIE DE L'OCCASION";22100;QUEVERT;Pylône autostable;25.0;TOTEM
420223;-2.4944444444444445;48.480555555555554;"48°28'50.000""N 2°29'40.000""W";22093;ZA EST DE LANJOUAN;R DES AVERIES;22400;LAMBALLE ARMOR;Pylône autostable;35.0;"Commune, communauté de commune"
436067;-0.7669444444444444;48.10166666666667;"48°6'6.000""N 0°46'1.000""W";53054;LE CHENOT;D561/ VC RELAIS TDF;53810;CHANGE;Pylône haubané;90.0;TDF
439076;-3.5605555555555557;47.88527777777778;"47°53'7.000""N 3°33'38.000""W";29233;"";"3 R DE KERNÉVÉNAS CHÂTEAU D'EAU";29300;QUIMPERLE;"Château d'eau - réservoir";39.0;"Commune, communauté de commune"
439625;-1.7047222222222222;48.10388888888889;"48°6'14.000""N 1°42'17.000""W";35238;"";10 R DE GUEBRIANT;35000;RENNES;Immeuble;20.0;"Copropriété, Syndic, SCI"
440037;-0.7163888888888889;47.816944444444445;"47°49'1.000""N 0°42'59.000""W";53062;MILIANA;"CHEM D'IVANO";53200;CHATEAU GONTIER SUR MAYENNE;Pylône autostable;54.0;TDF
440255;-3.3905555555555553;47.76444444444444;"47°45'52.000""N 3°23'26.000""W";56121;"";28 R DE KÉRULVÉ KERGUILLETTE;56100;LORIENT;Immeuble;54.0;Société HLM
440534;-0.3591666666666667;47.86611111111111;"47°51'58.000""N 0°21'33.000""W";72264;BELLEVUE;ROUTE DE BALLEE;72300;SABLE SUR SARTHE;Pylône autostable;74.0;TDF
440765;0.08694444444444445;48.46055555555556;"48°27'38.000""N 0°5'13.000""E";61497;VERGER DE THIVILLE;VOIE COMMUNALE N°6 LE BOIS BEULANT;61250;VALFRAMBERT;Pylône autostable;79.0;TOTEM
440858;-2.413333333333333;47.873333333333335;"47°52'24.000""N 2°24'48.000""W";56197;LA NOÉ;RTE COMMUNALE N°6 PYLÔNE ORANGE;56460;VAL D OUST;Pylône autostable;30.0;TOTEM
442478;-2.0372222222222223;48.45472222222222;"48°27'17.000""N 2°2'14.000""W";22118;VIADUC DE DINAN;RUE DU VIADUC PILE / TRAVÉES 7 ET 8;22100;LANVALLAY;"Ouvrage d'art (pont, viaduc)";38.7;"Etat, Ministère"
442555;-1.6175;48.08833333333333;"48°5'18.000""N 1°37'3.000""W";35055;"";"PL DE L'EGLISE";35135;CHANTEPIE;Monument religieux;30.0;"Commune, communauté de commune"
443464;-0.9219444444444445;48.30222222222222;"48°18'8.000""N 0°55'19.000""W";53096;"";40 R AMBROISE PARÉ;53500;ERNEE;Pylône autostable;32.0;TOTEM
443640;-2.0244444444444443;48.452777777777776;"48°27'10.000""N 2°1'28.000""W";22118;"";2 RUE DES AJONCS;22100;LANVALLAY;Pylône autostable;27.0;TOTEM
443983;-1.778888888888889;48.10194444444444;"48°6'7.000""N 1°46'44.000""W";35240;LA ROMILLAIS;"";35650;RHEU;Pylône tubulaire;43.0;SFR
444333;-1.6272222222222221;48.124722222222225;"48°7'29.000""N 1°37'38.000""W";35051;BEL AIR;2 R DU CLOS COURTEL BUTTES DE COESMES;35510;CESSON SEVIGNE;Tour hertzienne;127.0;TDF
444892;-1.7369444444444446;48.05694444444445;"48°3'25.000""N 1°44'13.000""W";35047;LA HAIE GAUTRAIS;PARC EXPO DE RENNES AÉROPORT;35170;BRUZ;Pylône autostable;30.0;TOTEM
445746;-1.2175;48.13055555555555;"48°7'50.000""N 1°13'3.000""W";35360;BEAULIEU;"";35500;VITRE;"Château d'eau - réservoir";38.0;"Syndicat des eaux, Adduction"
445842;0.13722222222222222;48.01972222222222;"48°1'11.000""N 0°8'14.000""E";72181;LA FORÊTERIE;BOIS DE PANNETIÈRE TOUR TDF;72000;MANS;Tour hertzienne;75.0;TDF
448622;-1.1902777777777778;48.119166666666665;"48°7'9.000""N 1°11'25.000""W";35360;"";6 R DE PLAGUÉ;35500;VITRE;Pylône autostable;49.0;TDF
448642;-1.6613888888888888;47.94111111111111;"47°56'28.000""N 1°39'41.000""W";35090;"";R DES SPORTS TERRAIN DE SPORT;35320;CREVIN;Pylône tubulaire;50.0;TDF
449196;-1.4202777777777778;48.27777777777778;"48°16'40.000""N 1°25'13.000""W";35178;"LA LANDE D'UZEL";"";35140;MEZIERES SUR COUESNON;Pylône autostable;64.0;TOTEM
450229;-3.3402777777777777;47.77861111111111;"47°46'43.000""N 3°20'25.000""W";56098;"";ZI DE KERPONT-KERROUS RUE PAUL ANCEL;56600;LANESTER;Pylône autostable;50.7;ATC FRANCE
450672;0.09583333333333334;48.43666666666667;"48°26'12.000""N 0°5'45.000""E";61001;"";6 AV BASINGSTOKE;61000;ALENCON;Immeuble;43.0;Conseil Départemental
450898;0.03361111111111111;48.413333333333334;"48°24'48.000""N 0°2'1.000""E";61397;BOIS DES CLAIRETS;CHEM DIT DE LA CROIX CATHERINE;61000;SAINT GERMAIN DU CORBEIS;"Château d'eau - réservoir";33.0;"Syndicat des eaux, Adduction"
451771;-1.068888888888889;48.10611111111111;"48°6'22.000""N 1°4'8.000""W";35105;LE PETIT ROCHER;"RTE DU CHÂTEAU D'EAU";35500;ERBREE;Pylône autostable;47.0;HIVORY
452987;0.11361111111111111;48.43805555555556;"48°26'17.000""N 0°6'49.000""E";61001;COURTEILLE;5 R DU COMMANDANT CHARCOT TOUR CHARCOT;61000;ALENCON;Immeuble;29.0;"Copropriété, Syndic, SCI"
454853;-2.5830555555555557;48.47555555555556;"48°28'32.000""N 2°34'59.000""W";22044;LES LANDES;"";22400;COETMIEUX;Pylône autostable;49.0;TDF
456371;-1.712222222222222;48.121944444444445;"48°7'19.000""N 1°42'44.000""W";35238;"";23 R DU NIVERNAIS IMM LE CORBIGNY;35000;RENNES;Immeuble;57.0;Société Privée
456375;-2.0413888888888887;48.45361111111111;"48°27'13.000""N 2°2'29.000""W";22050;"";PL ST SAUVEUR EGLISE;22100;DINAN;Monument religieux;58.0;"Commune, communauté de commune"
457343;0.06583333333333334;47.90222222222222;"47°54'8.000""N 0°3'57.000""E";72253;LE PRE DE LA GROIE;"";72210;ROEZE SUR SARTHE;Pylône autostable;33.8;ATC FRANCE
457682;0.1836111111111111;47.89138888888889;"47°53'29.000""N 0°11'1.000""E";72200;"";R DU STADE LA BUTTE;72230;MONCE EN BELIN;Pylône autostable;43.5;ATC FRANCE
457836;0.17722222222222223;48.02611111111111;"48°1'34.000""N 0°10'38.000""E";72181;"";20 R HYPPOLYTE FOUCAULT R THOMAS EDISON;72000;MANS;Pylône tubulaire;34.0;TOTEM
462469;-2.088888888888889;48.46805555555556;"48°28'5.000""N 2°5'20.000""W";22259;"";"R DES FRÈRES L'HERMITTE";22100;QUEVERT;"Château d'eau - réservoir";40.0;"Syndicat des eaux, Adduction"
462547;-1.4319444444444445;48.17805555555555;"48°10'41.000""N 1°25'55.000""W";35031;BELLEVUE;R DU STADE;35340;BOUEXIERE;Pylône autostable;44.0;ATC FRANCE
462701;-2.1352777777777776;47.806111111111115;"47°48'22.000""N 2°8'7.000""W";56033;LA CERPAUDAIE;"ZA L'EPINE D773";56910;CARENTOIR;Pylône autostable;34.0;ATC FRANCE
463538;-0.6963888888888888;48.06777777777778;"48°4'4.000""N 0°41'47.000""W";53034;LE RABOTIN;"D.211 - CHÂTEAU D'EAU";53960;BONCHAMP LES LAVAL;"Château d'eau - réservoir";54.0;"Commune, communauté de commune"
464148;-3.567222222222222;47.87111111111111;"47°52'16.000""N 3°34'2.000""W";29233;"";R DE PONT AVEN STADE JEAN CHARTER;29300;QUIMPERLE;Pylône tubulaire;35.0;TOTEM
464511;-1.011111111111111;48.1075;"48°6'27.000""N 1°0'40.000""W";53247;LA LANDE MARTIN;"";53410;SAINT PIERRE LA COUR;Pylône autostable;35.0;TOTEM
464771;-2.5169444444444444;48.468333333333334;"48°28'6.000""N 2°31'1.000""W";22093;"";R ST-JEAN - PARVIS ST-JEAN EGLISE ST-JEAN;22400;LAMBALLE ARMOR;Monument religieux;53.0;"Commune, communauté de commune"
464845;-3.5508333333333333;47.863055555555555;"47°51'47.000""N 3°33'3.000""W";29233;TY BORDEAUX;R YVONNE CHAUFFIN;29300;QUIMPERLE;Pylône autostable;48.5;TDF
464866;-1.5230555555555556;48.10638888888889;"48°6'23.000""N 1°31'23.000""W";35207;"";ZA LES MALTOUCHES R DE LA RICHARDIERE;35530;NOYAL SUR VILAINE;Pylône tubulaire;54.5;ATC FRANCE
465212;-1.5569444444444445;48.13027777777778;"48°7'49.000""N 1°33'25.000""W";35001;CHAMP DE LEPINE;"";35690;ACIGNE;Pylône autostable;38.0;ATC FRANCE
465800;-1.5997222222222223;48.047222222222224;"48°2'50.000""N 1°35'59.000""W";35352;"";18 T AV DE LA GARE;35770;VERN SUR SEICHE;"Château d'eau - réservoir";30.0;"Syndicat des eaux, Adduction"
467941;-1.1983333333333333;48.34361111111111;"48°20'37.000""N 1°11'54.000""W";35115;"";"12, R DU BOIS GUY";35300;FOUGERES;Immeuble;25.1;Société HLM
468001;-2.5147222222222223;48.45166666666667;"48°27'6.000""N 2°30'53.000""W";22093;LE SEHUET;"";22400;LAMBALLE ARMOR;Pylône autostable;50.0;TOTEM
468015;-0.6261111111111112;48.30638888888889;"48°18'23.000""N 0°37'34.000""W";53147;"";566 R DES FAUVETTES BÂT. H;53100;MAYENNE;Immeuble;21.2;Société HLM
468831;-0.6136111111111112;48.303333333333335;"48°18'12.000""N 0°36'49.000""W";53147;"";"8, R ROULLOIS CENTRAL TÉLÉPHONIQUE";53100;MAYENNE;Immeuble;23.5;ORANGE Services Fixes
470638;-0.7622222222222222;48.06777777777778;"48°4'4.000""N 0°45'44.000""W";53130;"";"50, BD  FÉLIX GRAT";53000;LAVAL;Immeuble;28.0;Société HLM
471459;-1.5775000000000001;48.11666666666667;"48°7'0.000""N 1°34'39.000""W";35051;PORTE DE LA RIGOURDIÈRE;LE CROISIC N157;35510;CESSON SEVIGNE;Pylône autostable;30.0;TOTEM
472050;-2.4194444444444443;48.196666666666665;"48°11'48.000""N 2°25'10.000""W";22147;"";"R DU CHANOINE LE TEXIER CHATEAU D'EAU";22230;MERDRIGNAC;"Château d'eau - réservoir";36.0;"Syndicat des eaux, Adduction"
472740;-1.1944444444444444;48.35888888888889;"48°21'32.000""N 1°11'40.000""W";35115;"";133 R DE LA FORÊT HOP;35300;FOUGERES;Immeuble;32.0;Etablissement de soins
473333;-0.7977777777777778;48.08;"48°4'48.000""N 0°47'52.000""W";53130;"";1 R PAUL MER ENCEINTE MAGASIN BUT;53000;LAVAL;Pylône tubulaire;25.1;TOTEM
474627;-2.7047222222222222;48.48361111111111;"48°29'1.000""N 2°42'17.000""W";22360;LE MITAN;RTE DU MITAN LE COURTIL ALLAIN;22950;TREGUEUX;Pylône autostable;30.0;TOTEM
474932;-1.1683333333333334;48.054722222222225;"48°3'17.000""N 1°10'6.000""W";35006;"";ZONE ARTISANALE LA FROTIÈRE LE PRÉ DE LA FROTIÈRE;35370;ARGENTRE DU PLESSIS;Pylône autostable;47.0;HIVORY
476649;-1.6636111111111112;48.103611111111114;"48°6'13.000""N 1°39'49.000""W";35238;"";1-2 R PIERRE MARTIN;35000;RENNES;Immeuble;41.0;Société HLM
478352;-1.5972222222222223;48.128055555555555;"48°7'41.000""N 1°35'50.000""W";35051;LE PLACIS VERT;R DE LA CHALOTAIS;35510;CESSON SEVIGNE;Pylône tubulaire;20.0;TOTEM
478466;-0.6891666666666667;47.83111111111111;"47°49'52.000""N 0°41'21.000""W";53062;"";RTE DE SABLÉ RD 28;53200;CHATEAU GONTIER SUR MAYENNE;"Château d'eau - réservoir";45.0;"Syndicat des eaux, Adduction"
481265;-2.9180555555555556;48.36333333333334;"48°21'48.000""N 2°55'5.000""W";22099;LE MORBOUX;LE BAS DES LANDES PRES D.7B;22800;LANFAINS;Pylône autostable;43.0;TOTEM
483385;0.19083333333333333;48.00333333333333;"48°0'12.000""N 0°11'27.000""E";72181;"";14-18-22 BD PAUL COURBOULAY;72000;MANS;Bâtiment;38.0;Société HLM
485595;-3.2463888888888888;47.76361111111111;"47°45'49.000""N 3°14'47.000""W";56094;KERMARIA;"";56700;KERVIGNAC;Pylône autostable;34.0;TDF
485881;-1.5036111111111112;47.96888888888889;"47°58'8.000""N 1°30'13.000""W";35136;LA JAROUSSAYE;STADE PRÈS D 92;35150;JANZE;Pylône autostable;43.0;ATC FRANCE
486005;-2.8319444444444444;48.39694444444444;"48°23'49.000""N 2°49'55.000""W";22277;LE CAMET;"VOIE COMMUNALE 20 CHEM D'EXPLOITATION 25";22800;SAINT BRANDAN;Pylône autostable;30.0;TOTEM
486007;-3.506388888888889;48.2975;"48°17'51.000""N 3°30'23.000""W";22344;PARC AR GOAREM;D.20;22340;TREBRIVAN;Pylône autostable;30.0;TOTEM
486009;-1.7799999999999998;48.35194444444444;"48°21'7.000""N 1°46'48.000""W";35233;LA BASSE FORÊT;LA LANDE DE TANOUARN CHEM DE LA BASSE FORÊT AU CD13;35190;QUEBRIAC;Pylône autostable;30.0;TOTEM
486170;-2.874722222222222;48.069722222222225;"48°4'11.000""N 2°52'29.000""W";56151;LE SALUT;"35 R DE L'EGALITÉ ATELIERS MUNICIPAUX POMPIERS";56920;NOYAL PONTIVY;Pylône autostable;40.0;TOTEM
486841;-1.5875;48.11194444444445;"48°6'43.000""N 1°35'15.000""W";35051;"";ZA LA RIGOURDIÈRE - N.136 CCAL CARREFOUR;35510;CESSON SEVIGNE;Pylône tubulaire;28.2;TOTEM
487153;-2.0475;48.45916666666667;"48°27'33.000""N 2°2'51.000""W";22050;"";"3 BD DE LUGO CENTRE PRINCIPAL D'EXPLOITATION";22100;DINAN;Bâtiment;30.0;ORANGE Services Fixes
492601;0.021666666666666667;47.88194444444444;"47°52'55.000""N 0°1'18.000""E";72346;LE PETIT HETRE;RTE DE MALICORNE;72210;SUZE SUR SARTHE;"Château d'eau - réservoir";34.2;"Syndicat des eaux, Adduction"
494121;-1.6724999999999999;48.108333333333334;"48°6'30.000""N 1°40'21.000""W";35238;"";9 AV JANVIER;35000;RENNES;Tour hertzienne;65.0;TDF
495105;-3.5433333333333334;47.77361111111111;"47°46'25.000""N 3°32'36.000""W";29031;KERANQUERNAT;D.24 - RTE DE ST-MAUDET;29360;CLOHARS CARNOET;"Château d'eau - réservoir";31.0;"Syndicat des eaux, Adduction"
496609;-2.7941666666666665;48.206944444444446;"48°12'25.000""N 2°47'39.000""W";22376;Z.A. DE TREVE;20 R DE BELLEVUE;22600;TREVE;Pylône tubulaire;25.0;TOTEM
498696;-2.4341666666666666;48.418055555555554;"48°25'5.000""N 2°26'3.000""W";22193;LE BOIS RAMEL;Z.A. DU BOIS RAMEL;22640;PLESTAN;Pylône autostable;38.5;TOTEM
498734;-2.4702777777777776;48.461666666666666;"48°27'42.000""N 2°28'13.000""W";22160;LES RAUTUS;"";22400;NOYAL;Pylône autostable;30.0;TOTEM
499312;-3.4880555555555555;47.78944444444444;"47°47'22.000""N 3°29'17.000""W";56078;"";PL DE POLIGNAC;56520;GUIDEL;Monument religieux;48.0;"Commune, communauté de commune"
499578;-3.011388888888889;47.7775;"47°46'39.000""N 3°0'41.000""W";56177;"";"R JEAN MOULIN CHÂTEAU D'EAU";56330;PLUVIGNER;"Château d'eau - réservoir";33.0;"Syndicat des eaux, Adduction"
499915;-2.9608333333333334;48.07222222222222;"48°4'20.000""N 2°57'39.000""W";56178;"";"31 R DE L'ABBÉ MARTIN";56300;PONTIVY;Immeuble;25.0;ORANGE Services Fixes
500031;-3.2152777777777777;47.815;"47°48'54.000""N 3°12'55.000""W";56101;KERBLAYO;"";56440;LANGUIDIC;Pylône autostable;35.0;TOTEM
501162;-1.4955555555555555;48.22222222222222;"48°13'20.000""N 1°29'44.000""W";35152;BEAUGÉ;ÉCHANGEUR N°27 A84;35340;LIFFRE;Pylône autostable;35.0;HIVORY
501168;-1.2127777777777777;48.11194444444445;"48°6'43.000""N 1°12'46.000""W";35360;LA BARATIÈRE;R DE REDON;35500;VITRE;"Château d'eau - réservoir";40.0;"Commune, communauté de commune"
501770;0.02;48.28777777777778;"48°17'16.000""N 0°1'12.000""E";72011;HAUT LIEU;R DES EGLANTIERS;72130;ASSE LE BOISNE;"Château d'eau - réservoir";50.0;"Syndicat des eaux, Adduction"
506052;-0.7880555555555555;48.06583333333333;"48°3'57.000""N 0°47'17.000""W";53130;"";20 PL PASTEUR TOUR DES FOURCHES BD DU 8 MAI 1945;53000;LAVAL;Immeuble;68.0;Société HLM
506313;-2.089722222222222;48.382777777777775;"48°22'58.000""N 2°5'23.000""W";22021;LE CREUX;JARDIN DU CLOS MUET;22100;BRUSVILY;Pylône autostable;44.0;TDF
507573;-3.4605555555555556;48.215555555555554;"48°12'56.000""N 3°27'38.000""W";22163;BELLEVUE;D 3;22340;PAULE;Pylône autostable;63.7;TDF
508117;-1.2216666666666667;48.36611111111111;"48°21'58.000""N 1°13'18.000""W";35150;LA BUTTE;R DU MARTRAY;35133;LECOUSSE;Pylône autostable;42.0;TDF
508276;-2.8855555555555554;47.85861111111111;"47°51'31.000""N 2°53'8.000""W";56174;PARC ER LAIRE;TERRAIN DE SPORT;56500;PLUMELIN;Pylône tubulaire;32.0;ATC FRANCE
508764;-0.1186111111111111;47.86944444444445;"47°52'10.000""N 0°7'7.000""W";72223;PUITS AU LARD;"CHÂTEAU D'EAU";72430;NOYEN SUR SARTHE;"Château d'eau - réservoir";38.0;"Syndicat des eaux, Adduction"
509580;0.1511111111111111;48.04083333333333;"48°2'27.000""N 0°9'4.000""E";72198;LE BOURGNEUF;D304;72650;MILESSE;Pylône autostable;28.0;TOTEM
511817;-3.336666666666667;47.7575;"47°45'27.000""N 3°20'12.000""W";56098;"";15 R ETIENNE DOLE EGLISE ST JOSEPH DU PLESSIS;56600;LANESTER;Monument religieux;42.0;"Commune, communauté de commune"
513786;-0.7761111111111112;48.07527777777778;"48°4'31.000""N 0°46'34.000""W";53130;"";28 R JEAN MACE STADE JEAN MACÉ PYLÔNE TDF;53000;LAVAL;Pylône autostable;44.0;TDF
513820;-3.015;47.89083333333333;"47°53'27.000""N 3°0'54.000""W";56010;KERMESTR;D.768;56150;BAUD;Pylône autostable;63.0;TOTEM
514404;-2.8313888888888887;47.75388888888889;"47°45'14.000""N 2°49'53.000""W";56067;QUÉNÉAH-GUEN;MP TAL ER GORH VELINE;56390;GRAND CHAMP;"Château d'eau - réservoir";70.0;"Syndicat des eaux, Adduction"
515185;0.09527777777777778;48.38166666666667;"48°22'54.000""N 0°5'43.000""E";72056;LA TARROTERIE;LA FEUILLERE;72610;CHAMPFLEUR;Pylône autostable;36.0;TDF
517608;-1.496388888888889;47.95388888888889;"47°57'14.000""N 1°29'47.000""W";35136;LE PRÉ AUBERT;R DES GENÊTS;35150;JANZE;Pylône tubulaire;40.0;TOTEM
517967;-2.7536111111111112;48.170833333333334;"48°10'15.000""N 2°45'13.000""W";22136;"";"R ERNEST RENAN CHÂTEAU D'EAU - RÉSERVOIR LA RÉCOMPENSE";22600;LOUDEAC;"Château d'eau - réservoir";58.0;"Syndicat des eaux, Adduction"
517976;-3.5841666666666665;47.79944444444445;"47°47'58.000""N 3°35'3.000""W";29031;ROZEMBELLEC;"";29360;CLOHARS CARNOET;"Château d'eau - réservoir";33.5;"Syndicat des eaux, Adduction"
519486;-2.216388888888889;48.025555555555556;"48°1'32.000""N 2°12'59.000""W";35211;CARREFOUR DU ROX;FORET LE ROX;35380;PAIMPONT;Pylône autostable;64.0;TDF
526283;-1.7486111111111111;48.410833333333336;"48°24'39.000""N 1°44'55.000""W";35085;"";PL ST GILDUIN GILDUIN EGLISE;35270;COMBOURG;Monument religieux;50.0;"Commune, communauté de commune"
531677;-2.7591666666666668;48.20388888888889;"48°12'14.000""N 2°45'33.000""W";22136;LIMPIGUET;PRÈS D.700;22600;LOUDEAC;Pylône autostable;52.0;TOTEM
532002;-2.8430555555555554;47.88166666666667;"47°52'54.000""N 2°50'35.000""W";56117;LE CLANDY;RTE DE KERPIÈCHE;56500;LOCMINE;Pylône tubulaire;25.0;TOTEM
532249;-0.315;47.835;"47°50'6.000""N 0°18'54.000""W";72264;"";23 R GEORGES GUYNEMER;72300;SABLE SUR SARTHE;Immeuble;24.4;Société HLM
532584;-1.6730555555555555;47.99944444444444;"47°59'58.000""N 1°40'23.000""W";35208;LA POMMERAIS;COMPLEXE SPORTIF;35230;ORGERES;Pylône autostable;36.0;TOTEM
534102;0.16583333333333333;47.941944444444445;"47°56'31.000""N 0°9'57.000""E";72344;LA PIÈCE DU GENÊT;LE PARC ZAC LA ROUVELIÈRE;72700;SPAY;Pylône autostable;50.0;TOTEM
537903;0.030555555555555558;47.973333333333336;"47°58'24.000""N 0°1'50.000""E";72339;LA CHALLERIE;VOIE COMMUNALE N° 49;72210;SOULIGNE FLACE;"Château d'eau - réservoir";57.0;"Syndicat des eaux, Adduction"
538347;-1.79;48.221111111111114;"48°13'16.000""N 1°47'24.000""W";35120;"";"PL DE L'EGLISE";35850;GEVEZE;Monument religieux;39.0;"Commune, communauté de commune"
541493;-0.6452777777777778;48.310833333333335;"48°18'39.000""N 0°38'43.000""W";53147;"";132 IMP DE LA FOSSE ZI DES PERROUINS;53100;MAYENNE;Pylône autostable;42.0;TOTEM
542181;-2.2675;47.944722222222225;"47°56'41.000""N 2°16'3.000""W";56032;LE HAUT BRAMBELAY;"";56800;CAMPENEAC;Pylône autostable;41.0;ATC FRANCE
